origin_city,origin_state,origin_postal_code,dest_city,dest_state,dest_postal_code,practical_miles,short_miles,empty_miles,n_practical,n_short,practical_min,practical_max,practical_spread,short_min,short_max,trust_level,source,first_seen,last_seen
E BOSTON,MA,,JEFFERSON,WI,,1116.4,1134.8,67.9,1.0,1,1116.4,1116.4,0.0,1134.8,1134.8,thin,history,2025-06-04,2025-06-04
E BOSTON,MA,,ST JOSEPH,MO,,1436.6,1411.6,24.5,1.0,1,1436.6,1436.6,0.0,1411.6,1411.6,thin,history,2025-11-11,2025-11-11
EAGAN,MN,,SELMA,TX,,1186.1,1848.9,691.5,1.0,1,1186.1,1186.1,0.0,1848.9,1848.9,thin,history,2022-06-01,2022-06-01
DU BOIS,PA,,WAXAHACHIE,TX,,1353.2,2008.8,680.0,1.0,1,1353.2,1353.2,0.0,2008.8,2008.8,thin,history,2022-05-02,2022-05-02
DEL NORTE,CO,,DUBLIN,TX,,756.1,876.2,150.0,1.0,1,756.1,756.1,0.0,876.2,876.2,thin,history,2022-09-20,2022-09-20
DELL CITY,TX,,COTULLA,TX,,607.1,1084.6,576.4,1.0,1,607.1,607.1,0.0,1084.6,1084.6,thin,history,2026-02-24,2026-02-24
DELPHI,IN,,SECAUCUS,NJ,,750.1,737.9,0.0,1.0,1,750.1,750.1,0.0,737.9,737.9,thin,history,2026-05-16,2026-05-16
DELPHOS,OH,,FARIBAULT,MN,,679.6,790.2,146.0,1.0,1,679.6,679.6,0.0,790.2,790.2,thin,history,2025-04-08,2025-04-08
DELTA,CO,,HOUSTON,TX,,1144.3,1338.2,204.1,1.0,1,1144.3,1144.3,0.0,1338.2,1338.2,thin,history,2023-07-20,2023-07-20
DEMING,NM,,SCHULENBURG,TX,,751.0,1298.1,579.5,1.0,1,751.0,751.0,0.0,1298.1,1298.1,thin,history,2023-10-12,2023-10-12
DENISON,TX,,LAREDO,TX,,504.0,524.3,26.1,1.0,1,504.0,504.0,0.0,524.3,524.3,thin,history,2023-02-28,2023-02-28
DENTON,TX,,LAREDO,TX,,467.6,515.7,49.8,1.0,1,467.6,467.6,0.0,515.7,515.7,thin,history,2022-07-21,2022-07-21
DENVER,CO,,AUSTIN,TX,,973.3,1266.5,356.1,1.0,1,973.3,973.3,0.0,1266.5,1266.5,thin,history,2022-05-09,2022-05-09
DEVENS,MA,,LARED,TX,,2179.6,2190.8,67.0,1.0,1,2179.6,2179.6,0.0,2190.8,2190.8,thin,history,2026-07-06,2026-07-06
DENVER,CO,,GRAND JUNCTION,CO,,252.6,266.4,14.9,1.0,1,252.6,252.6,0.0,266.4,266.4,thin,history,2023-12-21,2023-12-21
DENVER,CO,,GRAND PRAIRIE,TX,,792.2,779.8,14.9,1.0,1,792.2,792.2,0.0,779.8,779.8,thin,history,2024-02-27,2024-02-27
DENVER,CO,,KALISPELL,MT,,1014.2,997.6,35.2,1.0,1,1014.2,1014.2,0.0,997.6,997.6,thin,history,2026-01-20,2026-01-20
DENVER,CO,,PONTIAC,IL,,973.8,953.3,10.6,1.0,1,973.8,973.8,0.0,953.3,953.3,thin,history,2025-02-18,2025-02-18
DENVER,CO,,WARRENVILLE,IL,,969.2,966.4,7.1,1.0,1,969.2,969.2,0.0,966.4,966.4,thin,history,2025-03-13,2025-03-13
DENVER,PA,,SAN ANTONIO,TX,,1692.5,1898.8,258.2,1.0,1,1692.5,1692.5,0.0,1898.8,1898.8,thin,history,2021-11-16,2021-11-16
DERIDDER,LA,,NEW BRAUNFELS,TX,,370.9,545.8,208.2,1.0,1,370.9,370.9,0.0,545.8,545.8,thin,history,2024-07-08,2024-07-08
DERIDDER,LA,,SAN ANTONIO,TX,,393.4,655.6,320.0,1.0,1,393.4,393.4,0.0,655.6,655.6,thin,history,2025-03-03,2025-03-03
DES PLAINES,IL,,LAREDO,TX,,1360.5,1536.6,200.0,1.0,1,1360.5,1360.5,0.0,1536.6,1536.6,thin,history,2026-05-08,2026-05-08
DESOTO,TX,,LAREDO,TX,,416.1,431.3,20.1,1.0,1,416.1,416.1,0.0,431.3,431.3,thin,history,2022-11-30,2022-11-30
DENVER,CO,,ELMENDORF,TX,,959.8,1098.1,161.7,1.0,1,959.8,959.8,0.0,1098.1,1098.1,thin,history,2024-06-21,2024-06-21
EDINBURG,VA,,DENTON,TX,,1329.6,1412.1,95.7,1.0,1,1329.6,1329.6,0.0,1412.1,1412.1,thin,history,2023-03-22,2023-03-22
EDINBURG,VA,,LAREDO,TX,,1658.1,1805.2,190.8,1.0,1,1658.1,1658.1,0.0,1805.2,1805.2,thin,history,2024-01-12,2024-01-12
EDISON,NJ,,LA PORTE,TX,,1596.4,1974.4,451.6,1.0,1,1596.4,1596.4,0.0,1974.4,1974.4,thin,history,2026-05-19,2026-05-19
EDISON,NJ,,NEW BRAUNFELS,TX,,1774.4,1946.9,235.9,1.0,1,1774.4,1774.4,0.0,1946.9,1946.9,thin,history,2022-12-19,2022-12-19
EDISON,NJ,,PALESTINE,TX,,1528.3,1846.3,350.1,1.0,1,1528.3,1528.3,0.0,1846.3,1846.3,thin,history,2022-10-26,2022-10-26
EDISON,NJ,,SCHERTZ,TX,,1819.4,1926.3,172.9,1.0,1,1819.4,1819.4,0.0,1926.3,1926.3,thin,history,2025-03-20,2025-03-20
EDISON,NJ,,TROY,MI,,628.3,700.0,84.2,1.0,1,628.3,628.3,0.0,700.0,700.0,thin,history,2025-01-20,2025-01-20
EFFINGHAM,SC,,PHOENIX,IL,,874.8,938.1,117.8,1.0,1,874.8,874.8,0.0,938.1,938.1,thin,history,2026-02-09,2026-02-09
EGG HARBOR CITY,NJ,,LAREDO,TX,,1970.0,2075.1,161.6,1.0,1,1970.0,1970.0,0.0,2075.1,2075.1,thin,history,2023-08-28,2023-08-28
EAGLE LAKE,TX,,LAREDO,TX,,293.1,504.4,257.5,1.0,1,293.1,293.1,0.0,504.4,504.4,thin,history,2024-10-16,2024-10-16
EL DORADO,AR,,LAREDO,TX,,653.5,958.6,346.8,1.0,1,653.5,653.5,0.0,958.6,958.6,thin,history,2022-09-27,2022-09-27
EL PASO,TX,,DENISON,TX,,693.0,673.5,11.5,1.0,1,693.0,693.0,0.0,673.5,673.5,thin,history,2025-12-13,2025-12-13
EL PASO,TX,,FARMERS BRANCH,TX,,646.4,629.3,3.2,1.0,1,646.4,646.4,0.0,629.3,629.3,thin,history,2025-01-31,2025-01-31
EL PASO,TX,,NORTH SALT LAKE CITY,UT,,862.5,861.9,0.0,1.0,1,862.5,862.5,0.0,861.9,861.9,thin,history,2023-02-24,2023-02-24
EL PASO,TX,,SAN ANTONIO,TX,,537.5,561.4,34.3,1.0,1,537.5,537.5,0.0,561.4,561.4,thin,history,2022-06-20,2022-06-20
ELIZABETH,NJ,,SAN ANTONIO,TX,,1805.4,2045.9,304.1,1.0,1,1805.4,1805.4,0.0,2045.9,2045.9,thin,history,2021-05-22,2021-05-22
ELIZABETH,NJ,,SLATON,TX,,1846.7,2321.6,588.5,1.0,1,1846.7,1846.7,0.0,2321.6,2321.6,thin,history,2024-06-19,2024-06-19
ELIZABETHTOWN,KY,,DALLAS,TX,,789.3,891.2,126.7,1.0,1,789.3,789.3,0.0,891.2,891.2,thin,history,2022-10-26,2022-10-26
ELIZABETHTOWN,PA,,LAREDO,TX,,1828.0,1829.8,56.4,1.0,1,1828.0,1828.0,0.0,1829.8,1829.8,thin,history,2022-06-28,2022-06-28
ELK CITY,OK,,SAN ANTONIO,TX,,513.1,724.1,271.9,1.0,1,513.1,513.1,0.0,724.1,724.1,thin,history,2021-05-24,2021-05-24
EIGHTY FOUR,PA,,LAREDO,TX,,1629.5,1879.4,307.2,1.0,1,1629.5,1629.5,0.0,1879.4,1879.4,thin,history,2023-06-29,2023-06-29
EASLEY,SC,,DALLAS,TX,,918.2,1058.1,151.7,1.0,1,918.2,918.2,0.0,1058.1,1058.1,thin,history,2022-07-19,2022-07-19
EAST BOSTON,MA,,CLINTON,IA,,1130.6,1149.4,53.9,1.0,1,1130.6,1130.6,0.0,1149.4,1149.4,thin,history,2025-10-17,2025-10-17
EAST BOSTON,MA,,ST JOSEPH,MO,,1436.6,1411.6,24.5,1.0,1,1436.6,1436.6,0.0,1411.6,1411.6,thin,history,2025-11-03,2025-11-03
EAST BRUNSWICK,NJ,,LAREDO,TX,,1959.7,1960.0,87.0,1.0,1,1959.7,1959.7,0.0,1960.0,1960.0,thin,history,2022-08-16,2022-08-16
EAST CHICAGO,IL,,LOS ANGELES,CA,,2027.9,2093.3,81.1,1.0,1,2027.9,2027.9,0.0,2093.3,2093.3,thin,history,2025-09-16,2025-09-16
EAST CHICAGO,IL,,RAMOS ARIZPE,CO,,1570.8,,162.5,1.0,0,1570.8,1570.8,0.0,,,thin,history,2025-11-17,2025-11-17
EAST CHICAGO,IN,,CIENEGA DE FLORES,N.,,1388.9,1544.2,222.0,1.0,1,1388.9,1388.9,0.0,1544.2,1544.2,thin,history,2021-12-07,2021-12-07
EAST GRANBY,CT,,ROCKDALE,TX,,1796.6,2156.2,406.5,1.0,1,1796.6,1796.6,0.0,2156.2,2156.2,thin,history,2022-05-31,2022-05-31
EAST HANOVER,NJ,,LAREDO,TX,,1959.2,2003.0,97.9,1.0,1,1959.2,1959.2,0.0,2003.0,2003.0,thin,history,2022-08-22,2022-08-22
EAST HARTFORD,CT,,LAREDO,TX,,2092.3,2155.8,118.9,1.0,1,2092.3,2092.3,0.0,2155.8,2155.8,thin,history,2026-06-12,2026-06-12
EDGERTON,KS,,EDGERTON,KS,,823.6,563.8,212.2,1.0,2,823.6,823.6,0.0,150.9,976.6,thin,history,2022-08-15,2022-08-15
EAST POINT,GA,,LAREDO,TX,,1130.2,1405.9,340.8,1.0,1,1130.2,1130.2,0.0,1405.9,1405.9,thin,history,2023-04-18,2023-04-18
EAST POINT,GA,,NEW BRAUNFELS,TX,,965.9,1174.9,223.1,1.0,1,965.9,965.9,0.0,1174.9,1174.9,thin,history,2025-01-15,2025-01-15
EAST SYRACUSE,NY,,LAREDO,TX,,1948.0,2144.1,259.4,1.0,1,1948.0,1948.0,0.0,2144.1,2144.1,thin,history,2026-04-02,2026-04-02
EAST WALPOLE,MA,,LAREDO,TX,,2181.8,2324.0,208.4,1.0,1,2181.8,2181.8,0.0,2324.0,2324.0,thin,history,2023-02-21,2023-02-21
EAST WENATCHEE,WA,,SAN ANTONIO,TX,,2091.1,2479.3,449.2,1.0,1,2091.1,2091.1,0.0,2479.3,2479.3,thin,history,2023-03-08,2023-03-08
EASTABOGA,AL,,WESLACO,TX,,1057.0,1422.2,404.3,1.0,1,1057.0,1057.0,0.0,1422.2,1422.2,thin,history,2025-12-29,2025-12-29
EASTMAN,GA,,SAN ANTONIO,TX,,1194.7,1178.3,0.0,1.0,1,1194.7,1194.7,0.0,1178.3,1178.3,thin,history,2024-05-28,2024-05-28
EASTON,ME,,BURLINGTON,NC,,1119.9,1487.1,386.0,1.0,1,1119.9,1119.9,0.0,1487.1,1487.1,thin,history,2022-11-27,2022-11-27
EASTON,PA,,LAREDO,TX,,1900.1,1984.5,125.5,1.0,1,1900.1,1900.1,0.0,1984.5,1984.5,thin,history,2022-05-20,2022-05-20
ECHO,OR,,PISCATAWAY,NJ,,638.4,3441.6,2842.7,1.0,1,638.4,638.4,0.0,3441.6,3441.6,thin,history,2023-03-08,2023-03-08
EAST HATFORD,CT,,DENTON,TX,,1701.3,1691.9,9.3,1.0,1,1701.3,1701.3,0.0,1691.9,1691.9,thin,history,2024-07-30,2024-07-30
COLUMBIA CITY,IN,,LAREDO,TX,,1461.0,1450.6,42.4,1.0,1,1461.0,1461.0,0.0,1450.6,1450.6,thin,history,2023-01-03,2023-01-03
COLUMBIA,MD,,FORTH WORTH,TX,,1394.2,1372.6,4.7,1.0,1,1394.2,1394.2,0.0,1372.6,1372.6,thin,history,2022-11-30,2022-11-30
COLUMBIA,SC,,DALLAS,TX,,1022.4,1471.9,470.1,1.0,1,1022.4,1022.4,0.0,1471.9,1471.9,thin,history,2022-12-11,2022-12-11
COLUMBIA,SC,,SEGUIN,TX,,1170.0,1567.4,413.7,1.0,1,1170.0,1170.0,0.0,1567.4,1567.4,thin,history,2025-05-07,2025-05-07
COLUMBIA,TN,,FARMINGDALE,NJ,,904.6,939.4,60.4,1.0,1,904.6,904.6,0.0,939.4,939.4,thin,history,2026-07-16,2026-07-16
COLUMBUS,IN,,ARLINGTON,TX,,927.8,1520.0,618.7,1.0,1,927.8,927.8,0.0,1520.0,1520.0,thin,history,2024-03-13,2024-03-13
COLUMBUS,OH,,CONCORD,NH,,807.0,793.7,58.9,1.0,1,807.0,807.0,0.0,793.7,793.7,thin,history,2026-04-07,2026-04-07
COLUMBUS,OH,,LA PORTE,TX,,1182.4,1514.0,395.7,1.0,1,1182.4,1182.4,0.0,1514.0,1514.0,thin,history,2026-07-29,2026-07-29
COLUMBUS,OH,,SAN ANTONIO,TX,,1345.7,1591.5,277.9,1.0,1,1345.7,1345.7,0.0,1591.5,1591.5,thin,history,2025-06-03,2025-06-03
DEERFIELD,FL,,WEST CARROLLTON,TX,,1476.7,2278.6,829.1,1.0,1,1476.7,1476.7,0.0,2278.6,2278.6,thin,history,2026-07-23,2026-07-23
COMMERCE CITY,CO,,AUSTIN,TX,,984.5,1152.1,246.1,1.0,1,984.5,984.5,0.0,1152.1,1152.1,thin,history,2022-09-20,2022-09-20
COMMERCE,CA,,EL PASO,TX,,818.9,792.8,2.5,1.0,1,818.9,818.9,0.0,792.8,792.8,thin,history,2025-12-11,2025-12-11
COMMERCE,TX,,LAREDO,TX,,500.3,571.8,77.8,1.0,1,500.3,500.3,0.0,571.8,571.8,thin,history,2024-05-28,2024-05-28
COMPTON,CA,,AUSTIN,TX,,1387.2,1598.3,247.9,1.0,1,1387.2,1387.2,0.0,1598.3,1598.3,thin,history,2025-09-19,2025-09-19
CONGERS,NY,,LAREDO,TX,,1998.0,2108.3,173.6,1.0,1,1998.0,1998.0,0.0,2108.3,2108.3,thin,history,2023-07-10,2023-07-10
CONLEY,GA,,LAREDO,TX,,1139.6,1176.4,67.1,1.0,1,1139.6,1139.6,0.0,1176.4,1176.4,thin,history,2023-09-15,2023-09-15
CONNELL,WA,,LAREDO,TX,,2160.3,2349.2,322.6,1.0,1,2160.3,2160.3,0.0,2349.2,2349.2,thin,history,2022-07-15,2022-07-15
CONOVER,NC,,LAREDO,TX,,1397.4,1448.3,93.1,1.0,1,1397.4,1397.4,0.0,1448.3,1448.3,thin,history,2024-12-06,2024-12-06
CONOVER,NC,,TEMPLE,TX,,1113.3,1455.1,357.6,1.0,1,1113.3,1113.3,0.0,1455.1,1455.1,thin,history,2022-06-21,2022-06-21
CONROE,TX,,LAREDO,TX,,378.3,399.9,24.8,1.0,1,378.3,378.3,0.0,399.9,399.9,thin,history,2023-07-26,2023-07-26
COLUMBUS,OH,,ST NORTH RICE MN,MN,,806.6,893.6,114.0,1.0,1,806.6,806.6,0.0,893.6,893.6,thin,history,2025-02-24,2025-02-24
CLIFTON PARK,NY,,LAREDO,TX,,2075.6,2209.0,204.4,1.0,1,2075.6,2075.6,0.0,2209.0,2209.0,thin,history,2022-04-21,2022-04-21
CLIFTON,NJ,,BROOKSHIRE,TX,,1664.2,2051.5,420.1,1.0,1,1664.2,1664.2,0.0,2051.5,2051.5,thin,history,2023-08-15,2023-08-15
CLOSTER,NJ,,HOUSTON,TX,,1656.9,1675.1,56.3,1.0,1,1656.9,1656.9,0.0,1675.1,1675.1,thin,history,2024-06-05,2024-06-05
CLOSTER,NJ,,SAN ANTONIO,TX,,1925.2,2090.4,212.8,1.0,1,1925.2,1925.2,0.0,2090.4,2090.4,thin,history,2025-03-06,2025-03-06
CLOVERLEAF,IL,,LAREDO,TX,,1197.8,1379.5,205.8,1.0,1,1197.8,1197.8,0.0,1379.5,1379.5,thin,history,2025-10-02,2025-10-02
CLOVIS,NM,,LAREDO,TX,,637.3,874.9,277.0,1.0,1,637.3,637.3,0.0,874.9,874.9,thin,history,2023-11-06,2023-11-06
COACHELLA,CA,,HOUSTON,TX,,1430.6,1465.2,76.7,1.0,1,1430.6,1430.6,0.0,1465.2,1465.2,thin,history,2024-04-26,2024-04-26
COCHRANTON,PA,,PLEASANTON,TX,,1574.3,2463.6,955.9,1.0,1,1574.3,1574.3,0.0,2463.6,2463.6,thin,history,2021-11-20,2021-11-20
COLDWATER,MI,,BRYAN,TX,,1197.1,1282.5,132.4,1.0,1,1197.1,1197.1,0.0,1282.5,1282.5,thin,history,2025-06-25,2025-06-25
COLORADO SPRINGS,CO,,TAMPA,FL,,1994.8,1964.1,68.6,1.0,1,1994.8,1994.8,0.0,1964.1,1964.1,thin,history,2024-05-18,2024-05-18
COLDWATER,MI,,CLINTON,OK,,1009.7,1113.2,113.3,1.0,1,1009.7,1009.7,0.0,1113.2,1113.2,thin,history,2025-03-22,2025-03-22
COLDWATER,MI,,KATY,TX,,1231.2,1628.6,435.8,1.0,1,1231.2,1231.2,0.0,1628.6,1628.6,thin,history,2025-09-22,2025-09-22
COLDWATER,MI,,LITTLE ROCK,AR,,777.2,866.5,113.3,1.0,1,777.2,777.2,0.0,866.5,866.5,thin,history,2025-02-11,2025-02-11
COLDWATER,MI,,YOAKUM,TX,,1332.3,1548.9,328.2,1.0,1,1332.3,1332.3,0.0,1548.9,1548.9,thin,history,2023-01-03,2023-01-03
COLFAX,NC,,ELK GROVE,IL,,907.7,1076.3,223.8,1.0,1,907.7,907.7,0.0,1076.3,1076.3,thin,history,2025-12-31,2025-12-31
COLLEGE PARK,GA,,NEW BRAUNFELS,TX,,997.3,1190.6,234.8,1.0,1,997.3,997.3,0.0,1190.6,1190.6,thin,history,2025-01-27,2025-01-27
COLLEGE POINT,NY,,FAIRFIELD,OH,,657.5,686.0,47.4,1.0,1,657.5,657.5,0.0,686.0,686.0,thin,history,2026-04-03,2026-04-03
COLLEGEVILLE,PA,,AUSTIN,TX,,1655.8,2084.8,497.5,1.0,1,1655.8,1655.8,0.0,2084.8,2084.8,thin,history,2021-12-10,2021-12-10
COLLINSVILLE,AL,,COLLINSVILLE,AL,,1551.7,1654.2,126.4,1.0,1,1551.7,1551.7,0.0,1654.2,1654.2,thin,history,2024-12-18,2024-12-18
COLLINSVILLE,AL,,LAREDO,TX,,1093.9,1161.8,117.7,1.0,1,1093.9,1093.9,0.0,1161.8,1161.8,thin,history,2024-04-09,2024-04-09
COLDWATER,MI,,BUDA,TX,,1286.6,1545.5,296.5,1.0,1,1286.6,1286.6,0.0,1545.5,1545.5,thin,history,2021-04-27,2021-04-27
DALHART,TX,,LAREDO,TX,,846.3,1283.3,447.4,1.0,1,846.3,846.3,0.0,1283.3,1283.3,thin,history,2024-03-22,2024-03-22
DALLAS,OR,,LAREDO,TX,,2431.6,2215.6,52.6,1.0,1,2431.6,2431.6,0.0,2215.6,2215.6,thin,history,2022-09-26,2022-09-26
DALLAS,TX,,HEBBRONVILLE,TX,,440.0,502.8,78.9,1.0,1,440.0,440.0,0.0,502.8,502.8,thin,history,2022-10-28,2022-10-28
DALLAS,TX,,SAN ANTONIO,TX,,280.9,454.3,176.6,1.0,1,280.9,280.9,0.0,454.3,454.3,thin,history,2023-12-04,2023-12-04
DALLAS,TX,,SEGUIN,TX,,243.7,493.2,252.9,1.0,1,243.7,243.7,0.0,493.2,493.2,thin,history,2023-12-04,2023-12-04
DALLESPORT,WA,,YAPHANK,NY,,2877.8,3000.7,176.8,1.0,1,2877.8,2877.8,0.0,3000.7,3000.7,thin,history,2025-11-18,2025-11-18
DALTON,GA,,HOUSTON,TX,,861.0,909.3,92.1,1.0,1,861.0,861.0,0.0,909.3,909.3,thin,history,2022-08-29,2022-08-29
DALTON,GA,,SAN ANTONIO,TX,,1037.5,1255.6,284.5,1.0,1,1037.5,1037.5,0.0,1255.6,1255.6,thin,history,2025-11-10,2025-11-10
DANBY,VT,,BIRMINGHAM,AL,,1155.6,1380.4,227.6,1.0,1,1155.6,1155.6,0.0,1380.4,1380.4,thin,history,2022-07-30,2022-07-30
CONSTANTINE,MI,,LAREDO,TX,,1491.7,1581.6,133.0,1.0,1,1491.7,1491.7,0.0,1581.6,1581.6,thin,history,2023-01-20,2023-01-20
DATELAND,AZ,,STEPHENVILLE,TX,,1040.4,1513.9,504.2,1.0,1,1040.4,1040.4,0.0,1513.9,1513.9,thin,history,2024-01-31,2024-01-31
DAYTON,OH,,NEWTOWN,CT,,681.0,734.1,79.8,1.0,1,681.0,681.0,0.0,734.1,734.1,thin,history,2026-06-23,2026-06-23
DAYTON,OR,,MERRILLAN,WI,,1890.3,1856.0,30.5,1.0,1,1890.3,1890.3,0.0,1856.0,1856.0,thin,history,2025-04-19,2025-04-19
DAYVILLE,CT,,ROSENBERG,TX,,1818.6,1842.5,51.6,1.0,1,1818.6,1818.6,0.0,1842.5,1842.5,thin,history,2024-07-23,2024-07-23
DE LAND,FL,,AUSTIN,TX,,1104.3,1442.4,357.8,1.0,1,1104.3,1104.3,0.0,1442.4,1442.4,thin,history,2024-04-01,2024-04-01
DE LAND,FL,,RONKONKOMA,NY,,1108.6,1203.0,123.0,1.0,1,1108.6,1108.6,0.0,1203.0,1203.0,thin,history,2025-08-19,2025-08-19
DECATUR,AL,,DALLAS,TX,,645.3,850.3,256.5,1.0,1,645.3,645.3,0.0,850.3,850.3,thin,history,2023-02-09,2023-02-09
DECATUR,AL,,EDINBURG,TX,,1085.9,1261.5,241.3,1.0,1,1085.9,1085.9,0.0,1261.5,1261.5,thin,history,2025-07-22,2025-07-22
DECATUR,AL,,MISSION,TX,,1093.6,1420.4,264.0,1.0,1,1093.6,1093.6,0.0,1420.4,1420.4,thin,history,2025-06-24,2025-06-24
DEER PARK,NY,,LAREDO,TX,,2024.9,2012.3,36.0,1.0,1,2024.9,2024.9,0.0,2012.3,2012.3,thin,history,2022-09-14,2022-09-14
DARLINGTON,PA,,LAREDO,TX,,1665.8,1636.3,43.9,1.0,1,1665.8,1665.8,0.0,1636.3,1636.3,thin,history,2023-03-24,2023-03-24
COOPERSVILLE,MI,,ANKENY,IA,,501.1,662.7,176.9,1.0,1,501.1,501.1,0.0,662.7,662.7,thin,history,2025-04-10,2025-04-10
CORINNE,UT,,SAN  ANTONIO,TX,,1474.2,1727.8,372.8,1.0,1,1474.2,1474.2,0.0,1727.8,1727.8,thin,history,2021-12-13,2021-12-13
CORPUS CHRISTI,TX,,LAREDO,TX,,143.5,378.4,244.9,1.0,1,143.5,143.5,0.0,378.4,378.4,thin,history,2022-11-07,2022-11-07
CORRIGAN,TX,,LAREDO,TX,,445.2,606.1,201.0,1.0,1,445.2,445.2,0.0,606.1,606.1,thin,history,2023-02-13,2023-02-13
COSHOCTON,OH,,LAREDO,TX,,1540.5,2002.6,506.7,1.0,1,1540.5,1540.5,0.0,2002.6,2002.6,thin,history,2022-06-09,2022-06-09
COVINGTON,GA,,HOUSTON,TX,,834.3,1118.3,331.2,1.0,1,834.3,834.3,0.0,1118.3,1118.3,thin,history,2022-11-15,2022-11-15
COVINGTON,GA,,LAREDO,TX,,1174.5,1187.8,35.4,1.0,1,1174.5,1174.5,0.0,1187.8,1187.8,thin,history,2023-11-09,2023-11-09
COWICHE,WA,,AUSTIN,TX,,2151.1,2492.2,514.4,1.0,1,2151.1,2151.1,0.0,2492.2,2492.2,thin,history,2023-01-31,2023-01-31
COWPENS,SC,,ROBSTOWN,TX,,1186.3,1363.9,183.4,1.0,1,1186.3,1186.3,0.0,1363.9,1363.9,thin,history,2022-07-12,2022-07-12
CRAIGSVILLE,WV,,SAN ANTONIO,TX,,1416.7,1893.3,557.4,1.0,1,1416.7,1416.7,0.0,1893.3,1893.3,thin,history,2021-06-05,2021-06-05
CUYAHOGA FALLSOH,OH,,GRAND PRAIRIE,TX,,1196.2,1741.2,583.4,1.0,1,1196.2,1196.2,0.0,1741.2,1741.2,thin,history,2023-03-14,2023-03-14
CRESSON,TX,,DEL RIO,TX,,338.1,539.1,203.4,1.0,1,338.1,338.1,0.0,539.1,539.1,thin,history,2025-12-29,2025-12-29
CRESSONA,PA,,CASTANOS,CO,,2032.9,1997.6,185.6,1.0,1,2032.9,2032.9,0.0,1997.6,1997.6,thin,history,2023-10-17,2023-10-17
CREST HILL,IL,,LINCOLN,NE,,497.4,515.2,29.0,1.0,1,497.4,497.4,0.0,515.2,515.2,thin,history,2025-02-11,2025-02-11
CROSS CITY,FL,,EAU CLAIRE,WI,,1377.1,1464.2,151.1,1.0,1,1377.1,1377.1,0.0,1464.2,1464.2,thin,history,2025-10-14,2025-10-14
CROWFORDSVILLE,IN,,CHEMUNG,NY,,673.8,809.0,174.0,1.0,1,673.8,673.8,0.0,809.0,809.0,thin,history,2025-09-02,2025-09-02
CROWFORDSVILLE,IN,,LAREDO,TX,,1311.2,1363.5,107.3,1.0,1,1311.2,1311.2,0.0,1363.5,1363.5,thin,history,2023-01-12,2023-01-12
CROWN POINT,IN,,EASTON,MA,,974.4,988.1,42.8,1.0,1,974.4,974.4,0.0,988.1,988.1,thin,history,2026-05-04,2026-05-04
CUATLANCINGO,PU,,TAYLOR,TX,,1046.3,,271.4,1.0,0,1046.3,1046.3,0.0,,,thin,history,2025-04-24,2025-04-24
CULPEPER,VA,,BAYTOWN,TX,,1307.2,1351.3,68.5,1.0,1,1307.2,1307.2,0.0,1351.3,1351.3,thin,history,2022-10-31,2022-10-31
CULVER,OR,,FRISCO,TX,,1963.6,2052.7,166.8,1.0,1,1963.6,1963.6,0.0,2052.7,2052.7,thin,history,2022-12-02,2022-12-02
CRESCENT,OK,,LAREDO,TX,,657.3,961.9,327.8,1.0,1,657.3,657.3,0.0,961.9,961.9,thin,history,2023-05-12,2023-05-12
GENEVA,IL,,HOPKINS,MN,,408.3,717.6,316.5,1.0,1,408.3,408.3,0.0,717.6,717.6,thin,history,2025-02-10,2025-02-10
GENEVA,IL,,SAINT CLOUD,MN,,575.7,882.3,316.5,1.0,1,575.7,575.7,0.0,882.3,882.3,thin,history,2025-02-09,2025-02-09
GENTRY,AR,,LAREDO,TX,,746.5,1159.0,444.0,1.0,1,746.5,746.5,0.0,1159.0,1159.0,thin,history,2024-06-07,2024-06-07
GEOGETOWN,TX,,LAREDO,TX,,267.3,430.2,170.5,1.0,1,267.3,267.3,0.0,430.2,430.2,thin,history,2024-03-09,2024-03-09
GEORGETOWN,DE,,WACO,TX,,1535.1,1590.0,95.4,1.0,1,1535.1,1535.1,0.0,1590.0,1590.0,thin,history,2023-02-01,2023-02-01
GEORGETOWN,SC,,LAREDO,TX,,1472.9,1703.0,260.0,1.0,1,1472.9,1472.9,0.0,1703.0,1703.0,thin,history,2022-02-22,2022-02-22
GEORGETOWN,TX,,RIVERDALE,IL,,1117.6,1185.1,106.8,1.0,1,1117.6,1117.6,0.0,1185.1,1185.1,thin,history,2025-01-08,2025-01-08
GEORGETOWN,TX,,VALHALLA,NY,,1744.3,1815.0,103.2,1.0,1,1744.3,1744.3,0.0,1815.0,1815.0,thin,history,2023-09-08,2023-09-08
GERMANTOWN,IL,,CHILLICOTHE,TX,,719.6,937.6,241.4,1.0,1,719.6,719.6,0.0,937.6,937.6,thin,history,2024-08-31,2024-08-31
ELK GROVE VILLA,IL,,LAREDO,TX,,1356.9,1551.6,208.8,1.0,1,1356.9,1356.9,0.0,1551.6,1551.6,thin,history,2022-12-13,2022-12-13
GIBSONIA,PA,,SAN ANTONIO,TX,,1505.8,1846.5,391.3,1.0,1,1505.8,1505.8,0.0,1846.5,1846.5,thin,history,2022-05-24,2022-05-24
GILBERT,AZ,,PROVO,UT,,694.0,773.8,149.7,1.0,1,694.0,694.0,0.0,773.8,773.8,thin,history,2023-01-26,2023-01-26
